Results.index,results_id,Counter,Item.number,Polarity,ScaleType,Sample,Adverb,Subject,value,responseTime,Planet,Degree,Rank,ComputedRank,p0,p1,a,b,Class,Adj,ScaleType2,minDeg,maxDeg
58,418706,49,76,Aff,Max1,14,quiteAdj,Subject49,100,2111,Alpha Nivis 1,1,20,14.5,0,0.6,4.48,0.96,C,6,Max,0.6301,1
58,418706,49,111,Aff,Relative1,9,Adj,Subject49,39,9285,Ophyria,0.2287,10,10,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,107,Aff,Relative1,5,Adj,Subject49,39,1971,Milastea,0.2143,8,8,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,102,Aff,Relative1,0,Adj,Subject49,46,1816,Scravvix,0.3006,18,18,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,106,Aff,Relative1,4,Adj,Subject49,43,1480,Gevaestea,0.2771,16,16,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,121,Aff,Relative1,19,Adj,Subject49,43,1988,Alpha Ovis 1,0.2433,12,12,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,108,Aff,Relative1,6,Adj,Subject49,39,2647,Chogeshan,0.1823,4,4,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,103,Aff,Relative1,1,Adj,Subject49,54,1658,Chelkot,0.342,20,20,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,115,Aff,Relative1,13,Adj,Subject49,41,1931,Iabos,0.1993,6,6,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,104,Aff,Relative1,2,Adj,Subject49,46,1005,Uzil,0.259,14,14,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,105,Aff,Relative1,3,Adj,Subject49,40,863,Scinkel,0.16,2,2,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,7,Neg,MinMax1,5,absolutelyAdj,Subject49,0,4207,Chalea,1,15,17,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,10,Neg,MinMax1,8,absolutelyAdj,Subject49,74,2358,Enrephus,0.1743,5,5,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,5,Neg,MinMax1,3,absolutelyAdj,Subject49,63,1100,Virtokh,0.3773,7,7,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,18,Neg,MinMax1,16,absolutelyAdj,Subject49,9,2258,Alpha Octopodis 2,0.9544,13,13,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,8,Neg,MinMax1,6,absolutelyAdj,Subject49,100,1944,Ungeron,0,3,2,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,4,Neg,MinMax1,2,absolutelyAdj,Subject49,23,1361,Stogzak,0.7764,11,11,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,20,Neg,MinMax1,18,absolutelyAdj,Subject49,2,1603,Nu Anatis 2,1,17,17,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,17,Neg,MinMax1,15,absolutelyAdj,Subject49,2,747,Beta Arboris 4,1,19,17,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,9,Neg,MinMax1,7,absolutelyAdj,Subject49,100,1245,Brilia 6135,0,1,2,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,16,Neg,MinMax1,14,absolutelyAdj,Subject49,41,5344,Alpha Nivis 2,0.5803,9,9,0.15,0.35,0.93,0.88,D,7,MinMax,0,1
58,418706,49,51,Aff,Min1,9,veryAdj,Subject49,17,3591,Anvone,0.0427,12,12,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,45,Aff,Min1,3,veryAdj,Subject49,2,2781,Istieds,0.0057,10,10,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,50,Aff,Min1,8,veryAdj,Subject49,0,1557,Vondara,0,2,5,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,56,Aff,Min1,14,veryAdj,Subject49,51,2222,Cara 80,0.4674,20,20,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,49,Aff,Min1,7,veryAdj,Subject49,0,1230,Core I9U,0,8,5,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,60,Aff,Min1,18,veryAdj,Subject49,0,1793,Delta Anatis 2,0,4,5,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,54,Aff,Min1,12,veryAdj,Subject49,0,651,Tholla D0,0,6,5,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,55,Aff,Min1,13,veryAdj,Subject49,35,2068,Tholla D1,0.2755,18,18,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,44,Aff,Min1,2,veryAdj,Subject49,23,1269,Fankroth,0.1697,16,16,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,59,Aff,Min1,17,veryAdj,Subject49,15,1087,Beta Octopodis 4,0.0964,14,14,0.45,0,0.78,3.34,B,5,Min,0,0.4674
58,418706,49,150,Neg,Max2,8,Adj,Subject49,0,2144,Bogophus,1,17,16.5,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,157,Neg,Max2,15,Adj,Subject49,35,2751,Beta Arboris 3,0.5494,1,1,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,142,Neg,Max2,0,Adj,Subject49,26,1197,Zorkrax,0.9028,11,11,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,153,Neg,Max2,11,Adj,Subject49,41,1460,Salrorix,0.737,5,5,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,147,Neg,Max2,5,Adj,Subject49,0,777,Serth 0I96,1,13,16.5,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,159,Neg,Max2,17,Adj,Subject49,0,748,Gamma Octopodis 3,1,19,16.5,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,143,Neg,Max2,1,Adj,Subject49,49,1337,Zolirs,0.6667,3,3,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,148,Neg,Max2,6,Adj,Subject49,0,819,Chypso 652,1,15,16.5,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,152,Neg,Max2,10,Adj,Subject49,21,868,Zomia P,0.846,9,9,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,161,Neg,Max2,19,Adj,Subject49,22,939,Beta Ovis 4,0.7935,7,7,0,0.4,7.16,2.31,C,2,Max,0.5494,1
58,418706,49,109,Neg,Relative1,7,Adj,Subject49,72,4283,Xuagantu,0.1427,1,1,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,112,Neg,Relative1,10,Adj,Subject49,63,2225,Sibiphus,0.207,7,7,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,119,Neg,Relative1,17,Adj,Subject49,56,947,Beta Octopodis 1,0.2509,13,13,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,113,Neg,Relative1,11,Adj,Subject49,65,954,Edreorus,0.1912,5,5,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,117,Neg,Relative1,15,Adj,Subject49,50,784,Alpha Nivis 3,0.2676,15,15,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,116,Neg,Relative1,14,Adj,Subject49,61,1026,Moitune,0.1722,3,3,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,114,Neg,Relative1,12,Adj,Subject49,50,791,Phagus DBHJ,0.2359,11,11,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,118,Neg,Relative1,16,Adj,Subject49,49,2401,Delta Arboris 1,0.2879,17,17,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,120,Neg,Relative1,18,Adj,Subject49,43,823,Beta Anatis 1,0.317,19,19,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,110,Neg,Relative1,8,Adj,Subject49,55,1696,Kuthides,0.2215,9,9,0,0,11.62,37.64,A,4,Relative,0.1427,0.342
58,418706,49,125,Neg,MinMax2,3,Adj,Subject49,20,2761,Virtokh,0.775,17,17,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,133,Neg,MinMax2,11,Adj,Subject49,2,1114,Ogawa,1,19,19,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,122,Neg,MinMax2,0,Adj,Subject49,40,1210,Zegnir,0.306,7,7,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,124,Neg,MinMax2,2,Adj,Subject49,92,1094,Stogzak,0,1,2.5,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,126,Neg,MinMax2,4,Adj,Subject49,92,224,Hobbuna,0.1816,5,5,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,129,Neg,MinMax2,7,Adj,Subject49,100,3021,Brilia 6135,0,3,2.5,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,123,Neg,MinMax2,1,Adj,Subject49,40,1747,Shihaen,0.5527,13,13,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,127,Neg,MinMax2,5,Adj,Subject49,31,1415,Chalea,0.6433,15,15,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,138,Neg,MinMax2,16,Adj,Subject49,43,1029,Alpha Octopodis 2,0.4728,11,11,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
58,418706,49,131,Neg,MinMax2,9,Adj,Subject49,58,855,Ipra,0.3938,9,9,0.2,0.15,2.85,3.13,D,3,MinMax,0,1
59,418707,110,93,Neg,Relative2,11,aBitAdjAtAll,Subject110,100,3283,Edreorus,0.5448,10,10,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,99,Neg,Relative2,17,aBitAdjAtAll,Subject110,89,4456,Beta Octopodis 1,0.7385,18,18,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,91,Neg,Relative2,9,aBitAdjAtAll,Subject110,75,8348,Ophyria,0.3953,4,4,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,87,Neg,Relative2,5,aBitAdjAtAll,Subject110,75,981,Milastea,0.6816,16,16,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,84,Neg,Relative2,2,aBitAdjAtAll,Subject110,56,1576,Uzil,0.5885,12,12,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,85,Neg,Relative2,3,aBitAdjAtAll,Subject110,66,416,Scinkel,0.822,20,20,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,92,Neg,Relative2,10,aBitAdjAtAll,Subject110,86,432,Sibiphus,0.4514,6,6,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,95,Neg,Relative2,13,aBitAdjAtAll,Subject110,55,449,Iabos,0.4999,8,8,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,98,Neg,Relative2,16,aBitAdjAtAll,Subject110,79,308,Delta Arboris 1,0.6333,14,14,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,82,Neg,Relative2,0,aBitAdjAtAll,Subject110,67,384,Scravvix,0.3208,2,2,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,125,Neg,Max2,3,Adj,Subject110,82,290,Ghatek,0.8758,4,4,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,122,Neg,Max2,0,Adj,Subject110,93,330,Zorkrax,1,14,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,132,Neg,Max2,10,Adj,Subject110,77,345,Zomia P,1,16,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,124,Neg,Max2,2,Adj,Subject110,15,1827,Karath,1,10,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,137,Neg,Max2,15,Adj,Subject110,46,2318,Beta Arboris 3,1,18,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,123,Neg,Max2,1,Adj,Subject110,65,1129,Zolirs,0.7683,2,2,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,140,Neg,Max2,18,Adj,Subject110,81,536,Nu Anatis 1,1,8,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,128,Neg,Max2,6,Adj,Subject110,72,729,Chypso 652,1,20,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,131,Neg,Max2,9,Adj,Subject110,59,568,Mounov,0.9509,6,6,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,130,Neg,Max2,8,Adj,Subject110,26,793,Bogophus,1,12,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,105,Aff,Min2,3,Adj,Subject110,42,544,Istieds,0,3,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,117,Aff,Min2,15,Adj,Subject110,91,2249,Beta Nivis 1,0,9,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,102,Aff,Min2,0,Adj,Subject110,78,536,Eello,0.0249,13,13,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,113,Aff,Min2,11,Adj,Subject110,8,1898,Ocreilea,0.2041,19,19,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,106,Aff,Min2,4,Adj,Subject110,25,961,Azinides,0,11,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,109,Aff,Min2,7,Adj,Subject110,45,585,Core I9U,0.1194,17,17,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,110,Aff,Min2,8,Adj,Subject110,9,582,Vondara,0,1,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,115,Aff,Min2,13,Adj,Subject110,27,583,Tholla D1,0,5,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,104,Aff,Min2,2,Adj,Subject110,1,466,Fankroth,0,7,6,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,121,Aff,Min2,19,Adj,Subject110,1,528,Alpha Ovis 2,0.0655,15,15,0.55,0,1.02,6.92,B,6,Min,0,0.2804
59,418707,110,75,Aff,MinMax1,13,extremelyAdj,Subject110,83,1226,Iabos,1,19,19,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,71,Aff,MinMax1,9,extremelyAdj,Subject110,39,1674,Ophyria,0.0702,7,7,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,66,Aff,MinMax1,4,extremelyAdj,Subject110,25,458,Gevaestea,0.9122,17,17,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,62,Aff,MinMax1,0,extremelyAdj,Subject110,16,1155,Scravvix,0,1,3,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,76,Aff,MinMax1,14,extremelyAdj,Subject110,39,1567,Moitune,0.1963,9,9,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,70,Aff,MinMax1,8,extremelyAdj,Subject110,5,1506,Kuthides,0,5,3,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,65,Aff,MinMax1,3,extremelyAdj,Subject110,65,1417,Scinkel,0.5224,13,13,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,69,Aff,MinMax1,7,extremelyAdj,Subject110,0,1496,Xuagantu,0,3,3,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,63,Aff,MinMax1,1,extremelyAdj,Subject110,73,1888,Chelkot,0.711,15,15,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,78,Aff,MinMax1,16,extremelyAdj,Subject110,53,1857,Delta Arboris 1,0.3495,11,11,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,86,Aff,Relative2,4,aBitAdjAtAll,Subject110,66,2233,Gevaestea,0.5226,9,9,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,89,Aff,Relative2,7,aBitAdjAtAll,Subject110,75,1360,Xuagantu,0.7084,17,17,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,83,Aff,Relative2,1,aBitAdjAtAll,Subject110,86,1375,Chelkot,0.7742,19,19,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,97,Aff,Relative2,15,aBitAdjAtAll,Subject110,87,2656,Alpha Nivis 3,0.6106,13,13,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,90,Aff,Relative2,8,aBitAdjAtAll,Subject110,74,720,Kuthides,0.5667,11,11,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,94,Aff,Relative2,12,aBitAdjAtAll,Subject110,63,712,Phagus DBHJ,0.4247,5,5,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,88,Aff,Relative2,6,aBitAdjAtAll,Subject110,78,1001,Chogeshan,0.4763,7,7,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,96,Aff,Relative2,14,aBitAdjAtAll,Subject110,70,513,Moitune,0.6568,15,15,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,100,Aff,Relative2,18,aBitAdjAtAll,Subject110,50,1530,Beta Anatis 1,0.3617,3,3,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,101,Aff,Relative2,19,aBitAdjAtAll,Subject110,49,2330,Alpha Ovis 1,0.2639,1,1,0,0,4.31,3.51,A,5,Relative,0.2639,0.822
59,418707,110,138,Aff,Max2,16,Adj,Subject110,100,1419,Alpha Octopodis 1,1,11,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,129,Aff,Max2,7,Adj,Subject110,100,1250,Uzade,1,15,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,133,Aff,Max2,11,Adj,Subject110,100,784,Salrorix,1,9,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,141,Aff,Max2,19,Adj,Subject110,100,649,Beta Ovis 4,1,19,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,134,Aff,Max2,12,Adj,Subject110,82,1539,Cigiri,0.9154,5,5,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,136,Aff,Max2,14,Adj,Subject110,92,1545,Alpha Nivis 1,0.9853,7,7,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,139,Aff,Max2,17,Adj,Subject110,100,1177,Gamma Octopodis 3,1,13,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,126,Aff,Max2,4,Adj,Subject110,81,1697,Ulnion,0.8288,3,3,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,127,Aff,Max2,5,Adj,Subject110,65,2290,Serth 0I96,0.6769,1,1,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,135,Aff,Max2,13,Adj,Subject110,100,1490,Dreron,1,17,14,0,0.65,5.8,1.19,C,7,Max,0.6769,1
59,418707,110,40,Aff,Min1,18,quiteAdj,Subject110,0,2456,Nu Anatis 1,0,9,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,32,Aff,Min1,10,quiteAdj,Subject110,0,719,Zomia P,0.0034,11,11,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,33,Aff,Min1,11,quiteAdj,Subject110,17,1589,Salrorix,0.0829,15,15,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,37,Aff,Min1,15,quiteAdj,Subject110,10,1535,Beta Arboris 3,0.0337,13,13,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,25,Aff,Min1,3,quiteAdj,Subject110,0,908,Ghatek,0,1,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,38,Aff,Min1,16,quiteAdj,Subject110,0,1512,Alpha Octopodis 1,0,5,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,24,Aff,Min1,2,quiteAdj,Subject110,0,998,Karath,0,3,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,22,Aff,Min1,0,quiteAdj,Subject110,62,2121,Zorkrax,0.2774,19,19,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,29,Aff,Min1,7,quiteAdj,Subject110,0,1542,Uzade,0,7,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,23,Aff,Min1,1,quiteAdj,Subject110,21,2694,Zolirs,0.1563,17,17,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,148,Aff,MinMax2,6,Adj,Subject110,30,2689,Ungeron,0.2126,7,7,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,145,Aff,MinMax2,3,Adj,Subject110,79,1562,Virtokh,0.5348,13,13,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,149,Aff,MinMax2,7,Adj,Subject110,79,1665,Brilia 6135,0.7286,15,15,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,152,Aff,MinMax2,10,Adj,Subject110,100,2007,Viuq 5v,1,17,18,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,147,Aff,MinMax2,5,Adj,Subject110,100,1121,Chalea,1,19,18,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,160,Aff,MinMax2,18,Adj,Subject110,21,1810,Nu Anatis 2,0.1183,5,5,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,158,Aff,MinMax2,16,Adj,Subject110,32,2181,Alpha Octopodis 2,0.3068,9,9,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,159,Aff,MinMax2,17,Adj,Subject110,5,1136,Gamma Octopodis 4,0,3,2,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,156,Aff,MinMax2,14,Adj,Subject110,71,1778,Alpha Nivis 2,0.4099,11,11,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,161,Aff,MinMax2,19,Adj,Subject110,0,1643,Beta Ovis 5,0,1,2,0.15,0.25,1.41,2.56,D,0,MinMax,0,1
59,418707,110,17,Aff,Relative1,15,veryAdj,Subject110,26,2478,Beta Nivis 1,0.2749,1,1,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,16,Aff,Relative1,14,veryAdj,Subject110,30,2026,Cara 80,0.3409,5,5,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,18,Aff,Relative1,16,veryAdj,Subject110,47,1538,Delta Arboris 2,0.4161,13,13,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,10,Aff,Relative1,8,veryAdj,Subject110,16,1961,Vondara,0.3799,9,9,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,20,Aff,Relative1,18,veryAdj,Subject110,68,1622,Delta Anatis 2,0.4599,17,17,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,7,Aff,Relative1,5,veryAdj,Subject110,17,1601,Dagua 98,0.3978,11,11,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,15,Aff,Relative1,13,veryAdj,Subject110,11,1674,Tholla D1,0.4361,15,15,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,14,Aff,Relative1,12,veryAdj,Subject110,14,1274,Tholla D0,0.4932,19,19,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,12,Aff,Relative1,10,veryAdj,Subject110,8,1481,Dimavis,0.3157,3,3,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,21,Aff,Relative1,19,veryAdj,Subject110,25,1689,Alpha Ovis 2,0.3614,7,7,0,0,16.99,26.03,B,1,Relative,0.2749,0.5209
59,418707,110,55,Neg,Max1,13,absolutelyAdj,Subject110,100,1193,Hiphides,1,12,15.5,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,48,Neg,Max1,6,absolutelyAdj,Subject110,84,2177,Ungeron,0.8721,8,8,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,46,Neg,Max1,4,absolutelyAdj,Subject110,100,1017,Hobbuna,1,18,15.5,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,60,Neg,Max1,18,absolutelyAdj,Subject110,100,784,Nu Anatis 2,0.9761,10,10,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,45,Neg,Max1,3,absolutelyAdj,Subject110,100,871,Virtokh,1,14,15.5,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,42,Neg,Max1,0,absolutelyAdj,Subject110,100,705,Zegnir,1,20,15.5,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,50,Neg,Max1,8,absolutelyAdj,Subject110,60,1890,Enrephus,0.6126,4,4,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,58,Neg,Max1,16,absolutelyAdj,Subject110,33,1777,Alpha Octopodis 2,0.4298,2,2,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,51,Neg,Max1,9,absolutelyAdj,Subject110,100,1145,Ipra,1,16,15.5,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,49,Neg,Max1,7,absolutelyAdj,Subject110,80,1234,Brilia 6135,0.7534,6,6,0,0.5,1.95,0.99,D,3,Max,0.3014,1
59,418707,110,31,Neg,Min1,9,quiteAdj,Subject110,0,1321,Mounov,0,4,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,27,Neg,Min1,5,quiteAdj,Subject110,0,1778,Serth 0I96,0,8,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,28,Neg,Min1,6,quiteAdj,Subject110,0,680,Chypso 652,0,6,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,39,Neg,Min1,17,quiteAdj,Subject110,19,1446,Gamma Octopodis 3,0.1158,16,16,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,34,Neg,Min1,12,quiteAdj,Subject110,8,2257,Cigiri,0.0161,12,12,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,41,Neg,Min1,19,quiteAdj,Subject110,0,1353,Beta Ovis 4,0,2,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,35,Neg,Min1,13,quiteAdj,Subject110,22,1240,Dreron,0.2078,18,18,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,26,Neg,Min1,4,quiteAdj,Subject110,43,599,Ulnion,0.386,20,20,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,30,Neg,Min1,8,quiteAdj,Subject110,58,392,Bogophus,0,10,5.5,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,36,Neg,Min1,14,quiteAdj,Subject110,69,265,Alpha Nivis 1,0.0559,14,14,0.5,0,0.72,3.9,C,2,Min,0,0.386
59,418707,110,68,Neg,MinMax1,6,extremelyAdj,Subject110,80,290,Chogeshan,0.6149,14,14,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,80,Neg,MinMax1,18,extremelyAdj,Subject110,59,351,Beta Anatis 1,0,2,3,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
59,418707,110,73,Neg,MinMax1,11,extremelyAdj,Subject110,52,209,Edreorus,1,20,19,0.25,0.15,0.74,0.99,A,4,MinMax,0,1
